City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Kavieng,PG,2021-09-25 20:28:45,-2.5744,150.7967,81.88,79,76,14.81
380,Red Bluff,US,2021-09-25 20:25:29,40.1785,-122.2358,91.69,21,1,9.22
381,Portland,US,2021-09-25 20:25:30,45.5234,-122.6762,83.86,42,1,1.01
382,Olafsvik,IS,2021-09-25 20:28:45,64.8945,-23.7142,41.97,75,92,39.77
383,Lorengau,PG,2021-09-25 20:28:46,-2.0226,147.2712,80.98,78,84,6.02
384,Hermon,US,2021-09-25 20:28:46,44.8101,-68.9134,71.38,88,90,0.0
385,San Ignacio,BZ,2021-09-25 20:28:46,17.1561,-89.0714,89.74,66,40,6.91
386,Moerai,PF,2021-09-25 20:28:47,-22.4333,-151.3333,74.37,73,100,14.36
387,Akureyri,IS,2021-09-25 20:28:47,65.6835,-18.0878,39.13,81,90,11.5
388,Victor Harbor,AU,2021-09-25 20:28:47,-35.5667,138.6167,47.91,90,3,9.06
389,Tchibanga,GA,2021-09-25 20:28:48,-2.85,11.0333,73.51,88,95,4.36
390,Mao,ES,2021-09-25 20:28:48,39.8885,4.2658,75.76,94,20,8.05
391,Malangwa,NP,2021-09-25 20:28:48,26.8568,85.5581,81.57,72,100,4.85
392,Rosendal,NO,2021-09-25 20:28:49,59.9867,6.0135,56.03,84,98,3.91
393,Gizo,SB,2021-09-25 20:28:49,-8.103,156.8419,80.8,80,65,6.6
394,Aksha,RU,2021-09-25 20:28:49,50.2814,113.2867,54.34,94,100,5.53
395,Prokuplje,RS,2021-09-25 20:28:50,43.2342,21.5881,60.31,60,0,2.62
396,Keti Bandar,PK,2021-09-25 20:28:50,24.1447,67.4497,81.93,84,14,11.48
397,Zhoucheng,CN,2021-09-25 20:28:50,35.9122,116.3117,70.02,97,100,9.62
398,Carnot,CF,2021-09-25 20:28:51,4.9409,15.8665,70.56,94,100,0.72
399,Miyazu,JP,2021-09-25 20:28:51,35.5333,135.1833,66.06,93,100,4.63
400,Gaoual,GN,2021-09-25 20:28:51,11.75,-13.2,78.26,86,99,0.89
401,Carballo,ES,2021-09-25 20:28:52,43.213,-8.691,64.51,88,22,5.95
402,Shingu,JP,2021-09-25 20:28:52,33.7333,135.9833,72.91,91,100,6.91
403,Saint-Augustin,CA,2021-09-25 20:28:52,51.226,-58.6502,53.44,94,100,14.67
404,Liuzhou,CN,2021-09-25 20:28:53,24.3126,109.3892,78.69,74,0,1.7
405,Chanute,US,2021-09-25 20:28:53,37.6792,-95.4572,80.71,32,1,6.91
406,Sao Lourenco Da Mata,BR,2021-09-25 20:28:54,-8.0022,-35.0183,78.24,69,75,12.66
407,Jalu,LY,2021-09-25 20:28:54,29.0331,21.5482,75.47,34,0,4.72
408,Guerrero Negro,MX,2021-09-25 20:28:54,27.9769,-114.0611,76.71,62,93,13.29
409,Salalah,OM,2021-09-25 20:28:55,17.0151,54.0924,80.69,89,0,4.61
410,Beya,RU,2021-09-25 20:28:55,53.0533,90.9139,37.17,64,100,1.5
411,Alugan,PH,2021-09-25 20:28:55,12.2188,125.4808,77.77,90,100,3.2
412,Opunake,NZ,2021-09-25 20:28:56,-39.4556,173.8583,56.34,83,45,12.17
413,Meulaboh,ID,2021-09-25 20:28:56,4.1363,96.1285,76.28,92,100,7.47
414,Kailua,US,2021-09-25 20:25:40,21.4022,-157.7394,85.98,73,75,13.8
415,Boca Do Acre,BR,2021-09-25 20:28:56,-8.7522,-67.3978,94.19,37,77,3.06
416,Guhagar,IN,2021-09-25 20:28:57,17.4842,73.1929,75.96,92,100,2.48
417,Biak,ID,2021-09-25 20:28:57,-0.9131,122.8766,75.45,86,97,6.22
418,Cabanas,CU,2021-09-25 20:28:57,22.9758,-82.9219,88.27,67,98,7.16
419,Chacabuco,AR,2021-09-25 20:27:05,-34.6417,-60.4739,72.84,41,0,12.68
420,Hambantota,LK,2021-09-25 20:28:58,6.1241,81.1185,80.56,81,100,16.89
421,Grand-Santi,GF,2021-09-25 20:28:58,4.25,-54.3833,94.93,36,52,2.77
422,Nichinan,JP,2021-09-25 20:28:59,31.6,131.3667,71.76,88,66,10.2
423,Sorong,ID,2021-09-25 20:28:59,-0.8833,131.25,77.88,86,100,4.03
424,Ambon,ID,2021-09-25 20:28:13,-3.6954,128.1814,75.34,100,40,2.3
425,Dunedin,NZ,2021-09-25 20:29:00,-45.8742,170.5036,43.81,66,53,13.18
426,Yerbogachen,RU,2021-09-25 20:29:00,61.2767,108.0108,35.55,86,38,10.69
427,Lasa,IT,2021-09-25 20:29:00,46.6166,10.7002,63.48,94,85,3.02
428,Ampanihy,MG,2021-09-25 20:29:01,-24.7,44.75,73.8,50,0,6.26
429,Aras,ES,2021-09-25 20:29:01,42.5617,-2.356,64.2,88,0,8.05
430,Bukene,TZ,2021-09-25 20:29:02,-4.2333,32.8833,77.34,33,81,8.86
431,Westport,US,2021-09-25 20:27:14,41.1415,-73.3579,77.18,55,1,3.0
432,Altay,CN,2021-09-25 20:29:02,47.8667,88.1167,33.19,61,0,5.41
433,Okha,RU,2021-09-25 20:29:03,53.5739,142.9478,49.86,79,100,7.74
434,Hasaki,JP,2021-09-25 20:29:03,35.7333,140.8333,66.6,61,100,13.42
435,Mpika,ZM,2021-09-25 20:29:03,-11.8343,31.4529,69.1,38,67,8.39
436,Altamira,BR,2021-09-25 20:29:04,-3.2033,-52.2064,89.69,58,75,2.3
437,Soyo,AO,2021-09-25 20:29:04,-6.1349,12.3689,76.06,83,85,8.43
438,Nelson Bay,AU,2021-09-25 20:29:04,-32.7167,152.15,57.11,74,100,1.99
439,Zakamensk,RU,2021-09-25 20:29:05,50.3741,103.2863,27.21,97,100,2.82
440,Poros,GR,2021-09-25 20:29:05,37.4994,23.4536,74.62,50,0,3.78
441,Makakilo City,US,2021-09-25 20:29:06,21.3469,-158.0858,84.52,60,20,9.22
442,Muncar,ID,2021-09-25 20:29:06,-8.4333,114.3333,75.15,92,82,3.44
443,Ufimskiy,RU,2021-09-25 20:29:07,56.7084,58.0517,50.11,47,100,9.15
444,Naron,ES,2021-09-25 20:29:07,43.5167,-8.1528,67.01,79,88,9.46
445,Otaru,JP,2021-09-25 20:29:07,43.1894,141.0022,48.02,69,100,6.89
446,Chapais,CA,2021-09-25 20:29:08,49.7834,-74.8492,65.98,48,86,11.43
447,Waling,NP,2021-09-25 20:29:08,27.9833,83.7667,70.45,92,98,2.93
448,Banyo,CM,2021-09-25 20:29:09,6.75,11.8167,64.27,94,39,3.15
449,Edd,ER,2021-09-25 20:29:09,13.9297,41.6925,87.71,67,88,3.83
450,Conde,BR,2021-09-25 20:29:09,-7.2597,-34.9075,76.46,88,75,17.27
451,Bengkulu,ID,2021-09-25 20:27:29,-3.8004,102.2655,75.83,92,100,1.32
452,Qaqortoq,GL,2021-09-25 20:29:10,60.7167,-46.0333,41.5,69,0,9.06
453,Srednekolymsk,RU,2021-09-25 20:24:48,67.45,153.6833,31.21,97,99,13.71
454,Qui Nhon,VN,2021-09-25 20:29:10,13.7667,109.2333,76.5,90,100,4.5
455,Melo,UY,2021-09-25 20:29:11,-32.3667,-54.1833,63.68,80,82,7.74
456,Bodden Town,KY,2021-09-25 20:29:11,19.2833,-81.25,87.8,70,40,8.43
457,Kruisfontein,ZA,2021-09-25 20:29:11,-34.0033,24.7314,55.89,67,9,6.87
458,Ketchikan,US,2021-09-25 20:29:12,55.3422,-131.6461,52.27,76,20,10.36
459,Eastbourne,GB,2021-09-25 20:29:12,50.7687,0.2845,60.17,91,100,4.41
460,Saint-Joseph,RE,2021-09-25 20:29:12,-21.3667,55.6167,70.16,80,16,13.02
461,Naze,JP,2021-09-25 20:29:13,28.3667,129.4833,77.47,85,39,9.31
462,College,US,2021-09-25 20:29:13,64.8569,-147.8028,35.29,91,75,0.0
463,Surcin,RS,2021-09-25 20:29:13,44.7931,20.2803,63.12,67,0,4.61
464,Kanungu,UG,2021-09-25 20:29:14,-0.9575,29.7897,61.38,98,100,2.24
465,Borazjan,IR,2021-09-25 20:29:14,29.2666,51.2159,90.73,15,0,5.86
466,Ouesso,CG,2021-09-25 20:29:14,1.6136,16.0517,71.22,90,78,1.66
467,Marsabit,KE,2021-09-25 20:29:15,2.3284,37.9899,68.61,57,8,21.63
468,San Policarpo,PH,2021-09-25 20:29:15,12.1791,125.5072,78.04,90,100,3.47
469,Karachi,PK,2021-09-25 20:28:05,24.9056,67.0822,84.02,84,75,3.44
470,Luau,AO,2021-09-25 20:29:15,-10.7073,22.2247,73.29,26,81,0.25
471,Torbay,CA,2021-09-25 20:28:20,47.6666,-52.7314,55.27,77,90,13.8
472,High Level,CA,2021-09-25 20:29:16,58.5169,-117.136,62.71,25,40,9.22
473,Burnie,AU,2021-09-25 20:29:16,-41.0667,145.9167,38.32,79,1,4.76
474,Deer Lake,CA,2021-09-25 20:29:17,49.1667,-57.4316,60.66,72,90,13.8
475,Nakapiripirit,UG,2021-09-25 20:29:17,1.9167,34.7833,67.84,77,91,1.59
476,Kaeo,NZ,2021-09-25 20:29:17,-35.1,173.7833,60.33,94,34,6.44
477,Korla,CN,2021-09-25 20:29:18,41.7597,86.1469,61.47,26,0,3.6
478,Algiers,DZ,2021-09-25 20:25:45,36.7525,3.042,76.82,83,40,3.44
479,Namtsy,RU,2021-09-25 20:29:18,62.7161,129.6658,35.71,89,99,7.11
480,Ndele,CF,2021-09-25 20:29:18,8.4109,20.6473,71.31,94,100,1.07
481,Port Macquarie,AU,2021-09-25 20:29:19,-31.4333,152.9167,58.37,100,90,6.91
482,Margate,GB,2021-09-25 20:29:18,51.3813,1.3862,61.03,90,43,6.55
483,Havoysund,NO,2021-09-25 20:29:19,70.9963,24.6622,45.48,87,100,12.93
484,Inhambane,MZ,2021-09-25 20:29:20,-23.865,35.3833,69.48,78,0,7.72
485,Tomatlan,MX,2021-09-25 20:29:20,19.9333,-105.25,89.46,63,25,7.4
486,Ziarat,PK,2021-09-25 20:29:21,30.3823,67.7282,62.11,50,0,3.49
487,Sakakah,SA,2021-09-25 20:29:21,29.9697,40.2064,81.97,29,0,7.52
488,Inongo,CD,2021-09-25 20:29:22,-1.95,18.2667,73.08,81,52,3.85
489,Buraydah,SA,2021-09-25 20:29:22,26.326,43.975,90.05,19,0,10.65
490,Belaya Gora,RU,2021-09-25 20:29:22,68.5333,146.4167,32.68,80,99,15.28
491,Dondo,MZ,2021-09-25 20:29:23,-19.6094,34.7431,66.74,85,0,5.32
492,Sakaiminato,JP,2021-09-25 20:29:23,35.55,133.2333,66.18,94,75,3.44
493,Atambua,ID,2021-09-25 20:29:23,-9.1061,124.8925,71.15,85,44,3.47
494,Komsomolskiy,UZ,2021-09-25 20:29:24,40.4272,71.7189,63.32,45,0,6.91
495,Banjar,ID,2021-09-25 20:29:24,-8.19,114.9675,78.66,90,94,3.91
496,Chitral,PK,2021-09-25 20:29:24,35.8462,71.7858,71.04,34,0,3.04
497,Gornyye Klyuchi,RU,2021-09-25 20:29:25,45.25,133.5,56.23,87,100,2.73
498,Pangnirtung,CA,2021-09-25 20:28:57,66.1451,-65.7125,38.44,48,100,2.08
499,Apostolove,UA,2021-09-25 20:29:25,47.66,33.7137,55.76,71,73,9.19
500,Taltal,CL,2021-09-25 20:29:26,-25.4,-70.4833,64.49,69,22,7.72
501,Providencia,MX,2021-09-25 20:29:26,28.7167,-111.5833,90.61,53,100,8.48
502,Kindu,CD,2021-09-25 20:29:26,-2.95,25.95,72.55,85,84,3.83
503,Xuddur,SO,2021-09-25 20:29:27,4.1213,43.8894,75.83,67,85,14.94
504,Dawlatabad,AF,2021-09-25 20:29:27,36.4141,64.9053,73.38,12,0,3.49
505,Novo Oriente,BR,2021-09-25 20:29:27,-5.5344,-40.7742,94.37,23,70,7.61
506,Dingle,PH,2021-09-25 20:29:28,10.9995,122.6711,76.06,92,80,4.14
507,Escanaba,US,2021-09-25 20:28:35,45.7453,-87.0646,63.21,57,75,18.41
508,Paita,PE,2021-09-25 20:29:28,-5.0892,-81.1144,72.16,75,24,18.21
509,Puerto Baquerizo Moreno,EC,2021-09-25 20:29:28,-0.9,-89.6,69.82,87,96,10.47
510,Assiniboia,CA,2021-09-25 20:29:29,49.6334,-105.9845,82.22,18,73,18.41
511,Evora,PT,2021-09-25 20:29:29,38.5667,-7.9,63.54,80,2,7.83
512,Upington,ZA,2021-09-25 20:29:29,-28.4478,21.2561,70.18,14,11,3.44
513,Anadyr,RU,2021-09-25 20:29:30,64.75,177.4833,28.9,79,75,4.0
514,Kanata,CA,2021-09-25 20:27:30,45.3159,-75.8985,73.89,54,40,8.01
515,Miami,US,2021-09-25 20:28:50,25.7743,-80.1937,88.02,89,75,4.61
516,Hofn,IS,2021-09-25 20:29:30,64.2539,-15.2082,39.33,84,100,15.86
517,Barranca,PE,2021-09-25 20:29:31,-10.75,-77.7667,66.34,73,59,12.75
518,Cayenne,GF,2021-09-25 20:29:31,4.9333,-52.3333,89.64,73,82,4.0
519,Katangli,RU,2021-09-25 20:29:32,51.7102,143.2326,45.91,81,99,13.44
520,Xifeng,CN,2021-09-25 20:29:32,42.7372,124.7222,58.86,95,50,3.0
521,Ngunguru,NZ,2021-09-25 20:29:32,-35.6167,174.5,60.17,76,52,8.14
522,Maxixe,MZ,2021-09-25 20:29:33,-23.8597,35.3472,68.29,80,0,6.73
523,Waingapu,ID,2021-09-25 20:29:33,-9.6567,120.2641,74.23,80,83,4.61
524,Araure,VE,2021-09-25 20:29:33,9.5601,-69.2148,94.55,69,92,7.2
525,Channel-Port Aux Basques,CA,2021-09-25 20:29:34,47.5702,-59.1367,57.33,88,100,17.65
526,Kerteminde,DK,2021-09-25 20:29:34,55.449,10.6577,56.97,74,100,4.0
527,Faya,SA,2021-09-25 20:29:35,18.3851,42.4509,69.91,26,10,6.46
528,Norman Wells,CA,2021-09-25 20:29:35,65.282,-126.8329,35.64,93,90,16.11
529,Kodinsk,RU,2021-09-25 20:29:35,58.6881,99.1844,33.42,86,100,3.2
530,Cabedelo,BR,2021-09-25 20:29:36,-6.9811,-34.8339,77.67,78,22,16.11
531,Juneau,US,2021-09-25 20:29:03,58.3019,-134.4197,51.84,75,75,0.0
532,Chumikan,RU,2021-09-25 20:29:36,54.7183,135.315,50.72,84,100,8.57
533,Nuevo Progreso,MX,2021-09-25 20:29:37,23.1667,-97.95,84.47,61,76,11.9
534,Kasempa,ZM,2021-09-25 20:29:37,-13.4584,25.8338,68.97,25,18,5.5
535,Borodino,RU,2021-09-25 20:29:37,55.9106,94.8983,34.74,93,100,4.45
536,Hobyo,SO,2021-09-25 20:29:38,5.3505,48.5268,78.21,85,100,21.5
537,Sept-Iles,CA,2021-09-25 20:25:30,50.2001,-66.3821,61.32,88,75,1.01
538,Karratha,AU,2021-09-25 20:29:38,-20.7377,116.8463,68.14,52,0,12.84
539,Vila Franca Do Campo,PT,2021-09-25 20:29:39,37.7167,-25.4333,72.19,91,100,11.32
540,Pahrump,US,2021-09-25 20:25:26,36.2083,-115.9839,92.68,22,7,1.01
541,Atar,MR,2021-09-25 20:29:39,20.5169,-13.0499,100.26,17,100,9.13
542,Lisakovsk,KZ,2021-09-25 20:29:39,52.5369,62.4936,56.61,27,100,12.28
543,Farmington,US,2021-09-25 20:26:16,36.7281,-108.2187,85.86,19,1,4.61
544,Kamaishi,JP,2021-09-25 20:29:40,39.2667,141.8833,60.71,84,100,5.06
545,Oyama,JP,2021-09-25 20:29:40,36.3,139.8,71.58,66,100,4.7
546,Harper,LR,2021-09-25 20:29:40,4.375,-7.7169,77.4,87,100,9.95
547,Gamboma,CG,2021-09-25 20:29:41,-1.8764,15.8644,78.98,64,96,1.12
548,Kupang,ID,2021-09-25 20:29:41,-10.1667,123.5833,75.09,80,62,6.26
549,Calbuco,CL,2021-09-25 20:29:42,-41.768,-73.1273,52.81,82,100,8.19
550,Qinhuangdao,CN,2021-09-25 20:29:42,39.9317,119.5883,67.59,85,100,5.28
551,Araouane,ML,2021-09-25 20:29:42,18.9048,-3.5265,99.43,14,16,5.39
552,Nioro,GM,2021-09-25 20:29:43,13.35,-15.75,80.13,83,42,5.12
553,Nizhniy Baskunchak,RU,2021-09-25 20:29:43,48.2198,46.8311,54.9,83,97,13.15
554,Malindi,KE,2021-09-25 20:29:43,-3.2175,40.1191,76.14,81,26,14.52
555,Nizhnevartovsk,RU,2021-09-25 20:29:44,60.9344,76.5531,37.42,87,90,8.95
556,Rio Bueno,CL,2021-09-25 20:29:44,-40.3167,-72.9667,51.94,74,45,8.9
557,Antsla,EE,2021-09-25 20:29:44,57.8256,26.5406,47.95,96,4,8.57
558,Kristiinankaupunki,FI,2021-09-25 20:29:45,62.2743,21.376,47.41,83,6,9.15
559,Tuatapere,NZ,2021-09-25 20:29:45,-46.1333,167.6833,37.81,84,71,6.62
560,Kitimat,CA,2021-09-25 20:29:45,54.0524,-128.6534,57.58,37,100,1.03
561,Nizhniy Kuranakh,RU,2021-09-25 20:29:47,58.8353,125.4869,31.03,94,94,2.57
562,Karlovac,HR,2021-09-25 20:29:47,45.4872,15.5478,67.01,91,2,2.86
563,Vestmannaeyjar,IS,2021-09-25 20:29:47,63.4427,-20.2734,42.37,70,100,2.66
564,Bantry,IE,2021-09-25 20:29:48,51.6833,-9.45,60.28,96,100,7.9
565,Nurota,UZ,2021-09-25 20:29:48,40.5614,65.6886,69.89,14,0,4.9
566,Port Hardy,CA,2021-09-25 20:29:48,50.6996,-127.4199,51.98,100,90,9.22
567,Huarmey,PE,2021-09-25 20:29:49,-10.0681,-78.1522,69.22,73,82,12.59
568,Mitsamiouli,KM,2021-09-25 20:29:49,-11.3847,43.2844,76.41,80,5,4.61
